FeatureID	Kingdom   Phylum  Class   Order   Family  Genus   Species
20b1f685c0ced621304bf2dfa3999adc	Unassigned    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
20b34d809565de1f5fb795ce42188e45	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast	D_4__Ceramium    unassigned      unassigned
20b59ea2f96a1821a64a479a90f3376f	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__SAR324    unassigned      unassigned      unassigned
20bf990279951caccf49d3ad3f09b3cf	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae    unassigned      unassigned
20c2ee0197e6654518030581d121dbc9	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria	D_5__Gelidium   unassigned
20c6fa4998c1920e277be1ea6f13c0ff	D_0__Bacteria	D_1__Actinobacteria	D_2__Actinobacteria	D_3__Corynebacteriales	D_4__Corynebacteriaceae	D_5__Corynebacterium   unassigned
20c8bd4ebd7b9fb200bd511f31367a6a	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae	D_5__Roseovarius   unassigned
20cc56a04810660e88c2f60dc61f4c40	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Thermosynechococcales	D_4__Thermosynechococcaceae	D_5__Synechococcus   unassigned
20d42728d51f4aa7668bce6d8727f108	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Nostocales	D_4__Xenococcaceae	D_5__Pleurocapsa   unassigned
20d451f73510ccdbbf06673ea957dd00	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast	D_4__unidentified    unassigned      unassigned
20d9d0df8b0baf9e6ac2bad16d77a4dd	Unassigned    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
20df0474bd9dc20b479111d2c708711e	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Planctomycetales	D_4__uncultured    unassigned      unassigned
20e21ec241fba539f5b8de704117f973	D_0__Bacteria	D_1__Chloroflexi	D_2__KD4-96    unassigned      unassigned      unassigned      unassigned
20e50f812b028de883ea0c07ef695c7a	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria	D_5__Riquetophycus   unassigned
20e612ad6aa242f1ddcd8e624c7d0755	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria    unassigned      unassigned      unassigned      unassigned
20e7097031cff9ee8733501c8eb97841	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Cyclobacteriaceae    unassigned      unassigned
20f0d0968648f32a4db58f5cefc0b2dd	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia	D_3__Microtrichales	D_4__uncultured	D_5__wastewater   unassigned
20f60f305c832fc49dda3bab1e7fafbf	D_0__Bacteria	D_1__Chloroflexi	D_2__Anaerolineae	D_3__Caldilineales	D_4__Caldilineaceae	D_5__uncultured   unassigned
20fb71b3e348cca05bc675a486ca7d6a	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria	D_5__Pinus   unassigned
20fe938aba885f773634d082630df8fe	D_0__Eukaryota    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
20ff4cd4663783f36fc3bf0a34c4659e	D_0__Bacteria    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
210006c3bcf020ca98b6b1922faa978a	D_0__Bacteria	D_1__Planctomycetes	D_2__OM190	D_3__uncultured    unassigned      unassigned      unassigned
21010555bc236b4f806c226596bf7c15	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Clostridiaceae    unassigned      unassigned
210250292480968288ee761d7fc4cf50	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Rhodopirellula   unassigned
210613184fe3fa26ec37217a59824d8f	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Saprospiraceae    unassigned      unassigned
2109c9db1b1a68e3f1abb12ccd7d5273	Unassigned    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
2109d9d5909252e69e2e8f1b140acf50	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Alteromonadales	D_4__Shewanellaceae	D_5__Shewanella	D_6__Shewanella
210a1e43f60099efa4093cc1a0156f22	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Verrucomicrobiales	D_4__DEV007	D_5__uncultured   unassigned
211320facbdce24d94bae863bd9d434b	D_0__Bacteria    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
2117412535deae3ab6ef6f4bae21d694	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__HOC36	D_4__uncultured    unassigned      unassigned
211c5440ad8112d885472209bdeba570	D_0__Bacteria    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
212222aa4ffeaaceb479878170831568	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Chitinophagales	D_4__Chitinophagaceae	D_5__Sediminibacterium   unassigned
21229413dbfcfa2b425a664eb1c0b105	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria    unassigned      unassigned      unassigned      unassigned
2129bb223ecc8364d1223babe4ed493a	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Planctomycetales	D_4__uncultured	D_5__planctomycete   unassigned
212a66662f02ab9ccad09b0f6e081483	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria	D_5__uncultured   unassigned
212faabec50efafa504ff2c6bf7b0d89	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Amoebophilaceae	D_5__uncultured	D_6__uncultured
2136b0b40a165e5e967a924576650704	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Vibrionales	D_4__Vibrionaceae	D_5__Vibrio   unassigned
213a75e659316cd0336855675903bcfa	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria	D_5__Gracilariopsis   unassigned
213d90438ec5441ea2df26db04e4b837	D_0__Eukaryota    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
213edceb791954bb7e96516b98b8e864	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria    unassigned      unassigned
213f93004de53126b4106f7f2edb095a	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Steroidobacterales	D_4__Woeseiaceae	D_5__Woeseia	D_6__uncultured
21412f289701e050b8ff99ac37e59e55	D_0__Bacteria	D_1__Planctomycetes	D_2__Phycisphaerae	D_3__Tepidisphaerales	D_4__WD2101    unassigned      unassigned
2146fa565fa59aad154af401689ebf8b	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria    unassigned      unassigned
21470c19b373fde90a82b239110dc302	D_0__Bacteria	D_1__Acidobacteria	D_2__Thermoanaerobaculia	D_3__Thermoanaerobaculales	D_4__Thermoanaerobaculaceae	D_5__Subgroup   unassigned
214e07f498e33f42ef4c48bbbb1fdc1d	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Thiohalorhabdales	D_4__Thiohalorhabdaceae	D_5__uncultured   unassigned
214ffbd5e1214752dc91b0538b905a9e	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Eurycoccales	D_4__Eurycoccales    unassigned      unassigned
2159c226a4358f1b76913ef70e186ff1	D_0__Bacteria	D_1__Epsilonbacteraeota	D_2__Campylobacteria	D_3__Campylobacterales	D_4__Arcobacteraceae	D_5__Arcobacter   unassigned
216d295636adfd2c386ef6c103e533c7	D_0__Eukaryota	D_1__SAR	D_2__Alveolata	D_3__Apicomplexa	D_6__Eugregarinorida	D_7__Lankesteria	D_8__Gregarinidae
217129489131b6e6379f545714ebf33d	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Cyclobacteriaceae	D_5__Persicobacter	D_6__Persicobacter
2173bb32d8a0701d0746b7cf78c30972	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Gammaproteobacteria    unassigned      unassigned      unassigned
2174433f73ffd41442c7d8eb8bc8aa28	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria	D_5__Porites   unassigned
217c64c0208dc810bff90293dcede024	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae	D_5__Palleronia   unassigned
217d97fec58cada61ef4a40e51c51407	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Flavobacteriales	D_4__Flavobacteriaceae    unassigned      unassigned
2182da25bec799a6285dea3e5f4911c9	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Lachnospiraceae	D_5__Cellulosilyticum	D_6__uncultured
2182e4a11b6956e607ec46ebf7383311	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Vibrionales	D_4__Vibrionaceae    unassigned      unassigned
21886fbef04f4887404e73f089f528ac	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Bdellovibrionales	D_4__Bdellovibrionaceae	D_5__OM27   unassigned
218949fe1c85bb72f1427c29934c29fa	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria    unassigned      unassigned      unassigned      unassigned
218988107ee7f3520da82eeff2de6f24	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Gammaproteobacteria    unassigned      unassigned      unassigned
218b75c90b507423c45c90d5462f0af9	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__NB1-j    unassigned      unassigned      unassigned
218dfd4d0efaf766e4d2493ef174ca23	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__uncultured	D_4__uncultured    unassigned      unassigned
218e4c8888205292e735eee6406a3ee7	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Chthoniobacterales    unassigned      unassigned      unassigned
219572b12b08574614959e3ad25e15da	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae    unassigned      unassigned
219a348e39aceffd4fce1c68f2693d66	D_0__Eukaryota	D_1__Opisthokonta	D_2__Holozoa	D_3__Metazoa    unassigned      unassigned      unassigned
219d8952a0d02939ba92b72bc7b1dba4	D_0__Bacteria	D_1__Planctomycetes	D_2__OM190	D_3__uncultured    unassigned      unassigned      unassigned
219fcd6caf142808ed385de159d6ef5b	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Lachnospiraceae	D_5__Epulopiscium   unassigned
21a15281789e24e489f19451fac7c1dd	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Clostridiaceae    unassigned      unassigned
21a65231115cfafe1c1788cf17176c3b	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__uncultured	D_5__uncultured   unassigned
21ad3b848907c11a28288261f86f19ca	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Pseudomonadales	D_4__Pseudomonadaceae	D_5__Thiopseudomonas   unassigned
21b2bbcd7a69cf508b71f6a89b76b07a	D_0__Eukaryota    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
21b57e00d811e5f40ec59911c03e1481	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria    unassigned      unassigned      unassigned      unassigned
21b5a6bee3ee75a15b8d7a0c9da9df51	D_0__Bacteria	D_1__Actinobacteria	D_2__Acidimicrobiia	D_3__Microtrichales	D_4__Ilumatobacteraceae	D_5__Ilumatobacter	D_6__uncultured
21c15041d26df2affede16b123ccfee0	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Clostridiaceae    unassigned      unassigned
21c3ce3b5b1d0acd93feee59e3d56ec2	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Planctomycetales	D_4__Rubinisphaeraceae	D_5__uncultured	D_6__uncultured
21c76126f72fce76a484a2e889333802	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Amoebophilaceae	D_5__uncultured	D_6__uncultured
21c7860bd35683cbc5791348e42d0361	D_0__Eukaryota    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
21cbc0b262ec2af1e743dd237e9d922f	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Coxiellales	D_4__Coxiellaceae	D_5__Coxiella	D_6__uncultured
21d0bc5d7179903f0cb8293259391893	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria    unassigned      unassigned      unassigned      unassigned
21d286b854fab76b31f9db02984bc45e	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Bacteroidales    unassigned      unassigned      unassigned
21d3fc1feca4fe09cf95077bd64300ae	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast	D_4__unidentified    unassigned      unassigned
21d6c9d38e081b5f3188995dcd12260e	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__Desulfuromonadales	D_4__Geobacteraceae	D_5__Geoalkalibacter	D_6__uncultured
21d9567191f374e380ea8487a25138db	D_0__Bacteria	D_1__Cyanobacteria	D_2__Melainabacteria	D_3__Gastranaerophilales    unassigned      unassigned      unassigned
21e5cec86018ca2fdaa36685c1824483	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae	D_5__Shimia   unassigned
21e752fa4b957c91065be5827e9986ac	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Coxiellales	D_4__Coxiellaceae	D_5__Coxiella	D_6__Coxiella
21ea376210c27c9bc79c87e4286f285e	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae    unassigned      unassigned
21ece3cebab3a203aa9e5e28d3d9301d	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Opitutales	D_4__Puniceicoccaceae	D_5__uncultured	D_6__uncultured
21f235d1923bdef98a2d6d26db6bc7ea	D_0__Bacteria	D_1__Chloroflexi	D_2__Anaerolineae	D_3__Caldilineales	D_4__Caldilineaceae	D_5__uncultured   unassigned
21faeee06fff2912c8d95d3cdcc96aae	D_0__Bacteria	D_1__Chloroflexi	D_2__Anaerolineae	D_3__SBR1031	D_4__A4b	D_5__uncultured   unassigned
220124088ca9e663010cff73b40c4f6b	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Amoebophilaceae	D_5__Candidatus   unassigned
2207c79ffd48fe4f353da09482d192a5	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Pir4   unassigned
2208181e807af406009a63b5c7b25cdf	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria	D_5__Berkeleya   unassigned
2209f82b0f5e4ff0dea2bcac4fbd54d0	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Cyclobacteriaceae	D_5__uncultured	D_6__uncultured
220d163aeb64060686e2345f6006f83e	D_0__Bacteria	D_1__Tenericutes	D_2__Mollicutes	D_3__Mycoplasmatales	D_4__Mycoplasmataceae	D_5__Candidatus   unassigned
22140b7281fa5f2a64c3e646d85ecd0b	D_0__Bacteria	D_1__Spirochaetes	D_2__Spirochaetia	D_3__Brevinematales	D_4__Brevinemataceae	D_5__Brevinema	D_6__uncultured
2218d13dc59a829e10702cb50cf9c36c	D_0__Eukaryota    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
221b76535dfdb9147b23c57871af89c9	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast	D_4__Hildenbrandia    unassigned      unassigned
222087475e96e81f7d704359712e92ec	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae    unassigned      unassigned
222230986645c2fb57dd97abe5888eb4	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast    unassigned      unassigned      unassigned
2232d41e9306d735218c8a885fc31ac6	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhizobiales	D_4__Methyloligellaceae	D_5__uncultured	D_6__uncultured
223829771cd02636909377ec4f0eee35	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__uncultured   unassigned
223d2cb1aa8a7f028e60b555c014831d	D_0__Bacteria	D_1__Proteobacteria	D_2__Deltaproteobacteria	D_3__NB1-j	D_4__uncultured    unassigned      unassigned
22465e12a33b7cafb02a820c9d8dac18	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Amoebophilaceae	D_5__Candidatus   unassigned
22488380a7d549aef940ec5a6dc2621f	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Clostridiaceae    unassigned      unassigned
224c63817393736fb95ca157a1dd017f	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Rubripirellula   unassigned
224d216616a2006af1156eb4f55283d7	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria    unassigned      unassigned      unassigned      unassigned
22558b1732d91ff4555c1d782f4201fe	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Clostridiaceae    unassigned      unassigned
225ba9e8fceaf20bbaef24008f7092d2	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__uncultured    unassigned      unassigned      unassigned
226021dfe9b863c9de3f5456a34411e4	D_0__Bacteria	D_1__Acidobacteria	D_2__Subgroup    unassigned      unassigned      unassigned      unassigned
2262699ea0db7d8396845f260355450e	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria	D_5__Choreocolax   unassigned
22684703828786936be6cfd586d352fb	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast    unassigned      unassigned      unassigned
226b9ff0e0550156d5808227514080f2	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Xanthomonadales	D_4__Xanthomonadaceae	D_5__Luteimonas   unassigned
226c4ccc1330c57a91e6347a4fbbf165	D_0__Eukaryota    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
2279d417759841cf228b8418717db11a	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rickettsiales	D_4__Mitochondria	D_5__Ceramium   unassigned
227da4a070211ef3affa023362d9fde5	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Clostridiaceae    unassigned      unassigned
227df74a3dedb0c6ca252ec949096f5e	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast    unassigned      unassigned      unassigned
2281c2a9d118bd20ca07f527117cfbca	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Planctomycetales	D_4__Rubinisphaeraceae	D_5__Rubinisphaera	D_6__uncultured
22848bc3ca3d9772bd98e84c1e2dd7fc	D_0__Eukaryota    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
2286c915930e87374b80c7dd8bca9cb7	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae    unassigned      unassigned
228af70698b3aa01dbc1ef8b95f9b68f	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Verrucomicrobiales	D_4__DEV007	D_5__uncultured   unassigned
228bf02954fe07e6593af3896ee581bc	D_0__Bacteria    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
2292a8c1bfe8823d79ab595f890e4177	D_0__Bacteria	D_1__Chloroflexi	D_2__KD4-96	D_3__uncultured    unassigned      unassigned      unassigned
2298bdd7eedbd4d178c2f01ced2e8e2c	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast    unassigned      unassigned      unassigned
229a2774008c1c2b2b7bf589dbf693ac	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Nostocales	D_4__Phormidiaceae	D_5__Arthrospira   unassigned
22a1b1aeacca4b7e9938996b0a1303e7	D_0__Bacteria	D_1__Kiritimatiellaeota	D_2__Kiritimatiellae	D_3__WCHB1-41	D_4__uncultured    unassigned      unassigned
22ada92c6d2211235f8dc20f1186ea07	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Rhodopirellula   unassigned
22b4106e11994aed8c90b098969ad984	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Verrucomicrobiales	D_4__Akkermansiaceae	D_5__Akkermansia	D_6__uncultured
22ba118a2a751fe2765662e9f4f762c6	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast	D_4__Calliarthron    unassigned      unassigned
22bcffe81d5ca7a1f09660614ca088c8	D_0__Bacteria	D_1__Actinobacteria	D_2__Thermoleophilia	D_3__Solirubrobacterales	D_4__Solirubrobacteraceae	D_5__Solirubrobacter   unassigned
22c45333934e371db34165a785cf5419	D_0__Bacteria	D_1__Chloroflexi	D_2__Anaerolineae	D_3__Caldilineales	D_4__Caldilineaceae	D_5__uncultured   unassigned
22c8afbacdf74336a6da467ca2f2acb9	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Cellvibrionales	D_4__Halieaceae    unassigned      unassigned
22d18ef3ecf87026fa63a4f5890761e8	D_0__Bacteria	D_1__Gemmatimonadetes	D_2__PAUC43f    unassigned      unassigned      unassigned      unassigned
22d99b41d66c653a453f45b2d28b3d21	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Gammaproteobacteria    unassigned      unassigned      unassigned
22dd7e6aad18ff0a0387813ad842280f	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Verrucomicrobiales	D_4__Rubritaleaceae	D_5__Roseibacillus	D_6__uncultured
22de55f3ae67170bae860b2e33d0413b	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast	D_4__uncultured    unassigned      unassigned
22e461002718ef1f733e6d55312d5637	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Lachnospiraceae	D_5__Dorea   unassigned
22e4840fb9041900a30806674fce5747	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Vibrionales	D_4__Vibrionaceae	D_5__Photobacterium   unassigned
22e51e762fcfd1d5629ef8a1b737c7bf	D_0__Bacteria	D_1__Dependentiae	D_2__Babeliae	D_3__Babeliales    unassigned      unassigned      unassigned
22e780553837330af471bd3f04d42f27	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Amoebophilaceae	D_5__uncultured	D_6__uncultured
22e8bab9cd830f52e3dad8ff27233c60	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Blastopirellula	D_6__uncultured
22e8e7d373e2fc4ebf15074e8b8be44d	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae    unassigned      unassigned
22ea48c35b1a1be35e3d0e4f49668c8b	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast    unassigned      unassigned      unassigned
22eb80259bcb1cefde654f163b46727e	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Synechococcales	D_4__Cyanobiaceae	D_5__Cyanobium   unassigned
22f4df9860190527da732d519635e1a8	D_0__Bacteria	D_1__Proteobacteria	D_2__Alphaproteobacteria	D_3__Rhodobacterales	D_4__Rhodobacteraceae	D_5__Paracoccus   unassigned
230351338303bf57fad6d63c9b7c44a8	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria    unassigned      unassigned      unassigned      unassigned
23110682f3f7ed173de4dd5cf96ce85b	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Verrucomicrobiales	D_4__Rubritaleaceae	D_5__Roseibacillus	D_6__uncultured
2312ef912137c9913d729d5fffedb8f7	D_0__Eukaryota    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
2317d17fbe6854e396248516728ce730	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Oceanospirillales	D_4__Endozoicomonadaceae	D_5__Endozoicomonas   unassigned
231a19c04189fc0c28df9af95b993c73	D_0__Bacteria	D_1__Planctomycetes	D_2__Planctomycetacia	D_3__Pirellulales	D_4__Pirellulaceae	D_5__Rhodopirellula	D_6__uncultured
231bd4b05ad44b5306e6866ef65ece84	Unassigned    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
231cf6058583beb49c3872d526cb3e6b	D_0__Bacteria	D_1__Proteobacteria	D_2__Gammaproteobacteria	D_3__Thiohalorhabdales	D_4__Thiohalorhabdaceae	D_5__uncultured   unassigned
23212d1bd92a46a85ccecfd504c1f4be	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia	D_3__Cytophagales	D_4__Amoebophilaceae	D_5__uncultured	D_6__uncultured
232677f2d102133d0a37f3fc51232b11	D_0__Eukaryota    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
23292006f0ff28a87e73505b19fc1705	D_0__Bacteria	D_1__Firmicutes	D_2__Clostridia	D_3__Clostridiales	D_4__Ruminococcaceae    unassigned      unassigned
232c8090126c8243c4c1ad58171d6cbf	D_0__Bacteria	D_1__Cyanobacteria	D_2__Oxyphotobacteria	D_3__Chloroplast	D_4__Lotharella    unassigned      unassigned
232f10dc0f5dd2916dbd7b140683bf07	D_0__Bacteria	D_1__Verrucomicrobia	D_2__Verrucomicrobiae	D_3__Verrucomicrobiales	D_4__DEV007	D_5__uncultured   unassigned
2331f336c18c9d07905718cd88d20b38	D_0__Bacteria	D_1__Bacteroidetes	D_2__Bacteroidia    unassigned      unassigned      unassigned      unassigned
2345ea6ad081723cdb1038a1462fcd05	Unassigned    unassigned      unassigned      unassigned      unassigned	unassigned	unassigned
